Id,highlighted,text,ru_trans,tags,prefix,suffix,highlighted_html,suffix_html,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng,dog_sound
jPQ5EmJPEe64zP8NGMdY4A,sharp speed skate,"In the original the skate is specifically Norwegian. Mentioned in chapter 14 (R259/E194). According to Sokolov, ""Norway was once considered the best in the production of iceskates. In Russia, cross-country skates from Norway were valued, and they were called Norways: long, high-speed. Another common name for cross-country skates is knives. Ilya compares the train with a Norwegian knife, that is, with a long skate. Skates with a wide skid and steeply curved socks are called snowshoes: because they can be ridden not only on ice, but also on packed snow, on roads, and pedestrian paths"" (personal communication, August 21, 2023). An echo of the character Pavel Petrovich Norvegov from Sokolov's first novel, *A School for Fools*.",,"['translation', 'explanatory', 'self-reference', 'intratextuality']","s, cuts the 
young night like a ",", shines into a distance 
somewh",sharp speed skate,", shines into a distance 
somewh",9872,9889,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],06. Accordin to Ilya Petrikeich,06,en,none,[],[],False
PHhU-nfREe2lniMf969R2g,ишь ты,Set expression: fancy that! bah!,Устойчивое выражение: ничего себе!,['phraseologism'],"й орет:
  
    В инишка хочет — ","!
  
  То соловей муку дает,
  
",ишь ты,"!</p>
  ",9880,9886,/div[1]/main[1]/article[1]/ul[7]/li[99]/p[1],/div[1]/main[1]/article[1]/ul[7]/li[99]/p[1],11. Опять записки,11,ru,none,[],[],False
XRWr-p20Ee2b5wMjnD3u-A,мурмолку,A traditional Russian hat with a flat top and furred sides. Clothing motif.,Традиционная русская шапка с плоской поверхностью и пухом по бокам. Мотив одежды.,"['motif', 'Russia']","ом-нибудь и,
  Сдвинув на брови ",",
  К дереву по пути
  Сказку пр",мурмолку,",</li>
  ",9880,9888,/div[1]/main[1]/article[1]/ul[8]/li[10],/div[1]/main[1]/article[1]/ul[8]/li[10],15. Журнал запойного,15,ru,none,['https://upload.wikimedia.org/wikipedia/commons/9/90/01_015_Book_illustrations_of_Historical_description_of_the_clothes_and_weapons_of_Russian_troops.jpg'],[''],False
MM5lbAwgEe28e0d-C9xFug,чуток,Colloquial: tiny bit.,Разговорное: немного.,['register/style'],"ще 
помозолю гляделки некоторым ",", постою над душой у некоторых, ",чуток,", постою над душой у некоторых, ",9882,9887,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],04. Заитильщина Дзындзырэлы,04,ru,none,[],[],False
Xg6iPDRfEe2MqteimAt4LA,Колдыбаем,Colloquial: to booze. Alcohol theme.,"Разговорное: то же, что колдырить (ковылять, хромать). Тема алкоголя.","['register/style', 'theme']"," гаси, пожалуй, тоже засмолю.
  ",", повторяю, на постой.
  А портн",Колдыбаем,", повторяю, на постой.</li>
  ",9883,9892,/div[1]/main[1]/article[1]/ul[9]/li[32],/div[1]/main[1]/article[1]/ul[9]/li[32],07. Записки охотника,07,ru,none,[],[],False
YOPiWInuEe2tJ4vsGeEiEw,до гробовой доски,"Set expression: until the end of one's life, as long as I live.",Устойчивое выражение: до смерти.,['phraseologism'],бобылок своих привычных жалеете ,", ибо тел и натур 
ваших порчены",до гробовой доски,", ибо тел и натур 
ваших порчены",9885,9902,/div[1]/main[1]/article[1]/p[3],/div[1]/main[1]/article[1]/p[3],12. Заитильщина,12,ru,none,[],[],False
j5aovksGEe2b569b01c3ng,"Выйдешь — поневоле тяжело — хоть плачь, 
смотришь, через поле перекати-поле прыгает, как мяч","From Afanasy Fet's 1847 poem, ""[The swallows are gone](https://www.culture.ru/poems/12451/lastochki-propali).""","Из стихотворения А. Фета 1847 года ""[Ласточки пропали](https://ilibrary.ru/text/1317/p.1/index.html)"". ",['intertextuality'],ьчжурии! Инцидент в Касабланке! ,", диктовал 
Агасфер. Перья стара","Выйдешь — поневоле тяжело — хоть плачь, 
смотришь, через поле перекати-поле прыгает, как мяч",", диктовал 
Агасфер. Перья стара",9885,9977,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],09. Картинки с выставки,09,ru,none,[],[],False
UD4hXBGZEe2Zk3fIVw1ZRA,позволенiя,"Since the narration moves back in time to the 19th century, the orthography is also consequently dated: the grapheme ""i"" was left out of the Russian Cyrillic alphabet after the 1918 reform (today this word would be spelled as follows: позволения).","Так как повествование возвращается во времени к XIX веку, орфография соответствует эпохе: графема ""i"" была исключена из русского кирилличекого алфавита после реформы 1918 года (сегодня правильное написание слова было бы ""позволения"").",['register/style'],", есть не что иное, как глаз, с "," выразиться, птицы, 
пусть даже ",позволенiя," выразиться, птицы, 
пусть даже ",9886,9896,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],"05. Ловчая повесть, или картинки с выставки",05,ru,none,[],[],False
QaL2kgmuEe2StH-YRBmVwg,постою над душой,"Phraseologism: to repeatedly, annoyingly ask, demand something from someone.","Фразеологизм: неотступно, надоедливо просить, требовать чего-либо от кого-нибудь.",['phraseologism'],"озолю гляделки некоторым чуток, "," у некоторых, послезит еще к неб",постою над душой," у некоторых, послезит еще к неб",9889,9905,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],04. Заитильщина Дзындзырэлы,04,ru,none,[],[],False
ed8-sFMfEe6cwzvwtNAwpg,I see neither the faces nor the muzzles,The hunters' faces in Bruegel's are not visible.,,"['explanatory', 'intertextuality']"," of the 
procession; therefore, ","; 
only someone’s profile flashe",I see neither the faces nor the muzzles,"; 
only someone’s profile flashe",9889,9928,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. The Trapper's Tale,02,en,none,[],[],False
m8RFQGH6Ee6czdO78nKrLQ,meaty leaves,Poplar leaves. Plant motif.,,['motif'],"poplars, the 
rustling of their ", may forecast the sudden morning,meaty leaves, may forecast the sudden morning,9890,9902,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Pictures from an Exhibition,13,en,none,['https://upload.wikimedia.org/wikipedia/commons/a/a0/Populus_lasiocarpa_leaves_01_by_Line1.JPG'],[''],False
JiRHiI9nEe2u5yMng8laBg,мгой,"Dialectical: haze, fog.","Диалектическое: туман, дымка.",['register/style'],"оглазый, вяло реешь клочковатою ",", вечером тихо идя от качелей, о",мгой,", вечером тихо идя от качелей, о",9893,9897,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13,ru,none,[],[],False
Ow8tDCVPEe2Us4fEdZ9q5w,глиста,Low and derogatory: a tall and thin person.,Просторечное и пренебрежительное: высокий и тощий человек. ,['register/style'],"режек в жару не гуляй. Сама ты, "," худощавая, в оба поберегись, пы",глиста," худощавая, в оба поберегись, пы",9893,9899,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],06. От Ильи Петрикеича,06,ru,none,[],[],False
bR2YTHr-Ee2EnbtEv_orhw,"То соловей муку дает,
  
    То мельница засвищет","Boguslawski identities these lines as a reference to Afanasii Fet's untitled 1842 poem ""The pine is so dark, despite the moon."" Read the original [here](https://slova.org.ru/fet/sosna-tak-temna-hot-i-mesyac/).","Богуславский отмечает эти строки как отсылку к безымянному стихотворению А. Фета 1842 года ""Сосна так темна, хоть и месяц..."". Прочитать оригинал можно [здесь](https://slova.org.ru/fet/sosna-tak-temna-hot-i-mesyac/). ",['intertextuality'],"  В инишка хочет — ишь ты!
  
  ",".
  
  Крутясь в стране такой-ся","То соловей муку дает,</li>
  <li>
    <p>То мельница засвищет",".</p>
  </li>
  <li>Крутясь в ст",9893,9942,/div[1]/main[1]/article[1]/ul[7]/li[100],/div[1]/main[1]/article[1]/ul[7]/li[101]/p[1]/hypothesis-highlight[2],11. Опять записки,11,ru,partial,[],[],False
qUN0PFosEe6p0eelTdBgEg,to throw my bones on,Boguslawski translates literally this Russian phraseologism meaning to find a shelter.,,"['neologism', 'translation']","rbor, a warm bench, 
or a couch ",", as in the workshop the drafts ",to throw my bones on,", as in the workshop the drafts ",9894,9914,/div[1]/main[1]/article[1]/p[2]/hypothesis-highlight[9],/div[1]/main[1]/article[1]/p[2]/hypothesis-highlight[9],04. Dzyndzyrela’s Discords Beyond the Itil,04,en,full,[],[],False
ff0WrnfREe2SIRu70b8afQ,соловей,"Nightingale. According to Peter Tate: ""A small member of the warbler family, which has russet upper parts, a broad tail, and is grey-brown below. Its preferred habitat is deciduous woods with dense undergrowth. It is notable for its beautiful song whose notes rise and fall in succession. Contrary to popular belief, nightingales don't just sing at night, but their song is more difficult to distinguish in daylight hours owing to competition from other birds and everyday ambient noise"" (81). José Vergara writes: ""the hoopoe plays a key role in the story of Tereus in Ovid’s *Metamorphoses*. In this myth, the Thracian king rapes Philomela, his wife Procne’s sister, and cuts out her tongue to keep the secret. After Philomela manages to convey to Procne what happened, the sisters conspire to kill the latter’s son, Itys, and feed him to Tereus. Upon learning of their actions, Tereus in turn seeks them out, but before he can enact his revenge, the gods transform them all into birds: Procne into a swallow, Philomela into a nightingale, Tereus into a hoopoe. According to the folklore, the hoopoe’s hooting call is said to mean “where, where” in Greek – Tereus’s plea as he searches for his displaced family"" (""Flap"" 364–365). The characters of Sokolov's novel play out this plot with Ilya seeking out his missing lover Orina and their son Yakov. Animal-human motif.","Соловей. Изображен ниже: ![](https://upload.wikimedia.org/wikipedia/commons/4/43/Luscinia_svecica_volgae.jpg?uselang=ru)
Согласно П. Тейту: “Небольшой представитель семейства камышевок с рыжеватой верхней частью тела, широким хвостом и серо-коричневым низом. Его предпочтительная среда обитания — лиственные леса с густым подлеском. Славится красивым пением, мелодия которого последовательно восходит и нисходит. Вопреки распространенному мнению, соловьи поют не только ночью, однако их пение труднее услышать в дневное время суток из-за трелей других птиц и повседневного окружающего шума"" (Tate 81). Х. Вергара пишет: ""Удод играет ключевую роль в истории Терея в *Метаморфозах* Овидия. В этом мифе фракийский царь бесчестит Филомелу, сестру своей жены Прокны, и отрезает ей язык, чтобы сохранить тайну. После того как Филомеле удается сообщить Прокне о случившемся, сестры сговариваются убить сына последнего, Итиса, и скормить его Терею. Узнав об их действиях, Терей, в свою очередь, разыскивает их, но прежде чем он успевает отомстить, боги превращают их в птиц: Прокну в ласточку, Филомелу в соловья, Терея в удода. Согласно народному поверью, уханье удода по-гречески означает ""где, где"" — мольба Терея, ищущего свою пропавшую семью"" (Vergara ""Flap"" 364–365). На протяжении всего романа Илья ассоциируется с удодом, ведь он также ищет свою пропавшую семью. Таким образом, Илья вновь воспроизводит этот сюжет, разыскивая Орину и их сына Якова. Мотив животных-людей.","['motif', 'intertextuality']"," инишка хочет — ишь ты!
  
  То "," муку дает,
  
    То мельница з",соловей," муку дает,</li>
  ",9896,9903,/div[1]/main[1]/article[1]/ul[7]/li[100],/div[1]/main[1]/article[1]/ul[7]/li[100],11. Опять записки,11,ru,none,['https://upload.wikimedia.org/wikipedia/commons/4/43/Luscinia_svecica_volgae.jpg?uselang=ru'],[''],False
